1,2#1_1_1,2#1_2_1,2#1_3_1,2#1_4_1,2#1_5_1,2#1_6_1,3,3_5_TEXT,4,4a,5,6,7,8,8a,9,9a,10,10_7_TEXT,11,12,13,14,15,16,17,18,19,20,20_6_TEXT,21,22,23,24,25,26,27,28,29,30,31,32,33,33_3_TEXT,34,35,36,37,38,39,40,41,41_2_TEXT,Comments
,79,,,,,,1,,,,4,3,2,58,,8,,"2,4",,4,1,"2,3,13",3,2,"1,4,10,13,16",2,2,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"more fresh fruit and vegetables,  and culturally Jewish foods would be welcome."
4,46,46,14,11,,,1,,,,2,"2,4",1,59,Costa Rica,17,,1,,1,2,"6,7,8,9,12",4,1,19,3,3,1,6,Messianic,1,1,1,1,"1,3","2,3,6",1,1,1,2,2,,,,1,11,"8,9,11",2,1,4,6,1,,"My cousin Silvia Soto lived with us and had a baby. The box with the blue bag were delivered for her, but she moved back to C.R. Although not for our family, but receiving your box has enabled me to share 100% of it's contents with Hispanic families in need and young children. Thank you for your labor of love. "
4,38,16,13,7,,,4,,30,,3,1,2,28,,16,,2,,1,2,"1,3,6,7,11",2,1,10,2,2,1,5,,1,1,1,1,2,"3,4,5",1,1,1,2,2,,,,2,,,,,,,,,Thanks for everything what you doing 
2,54.6,13.9,,,,,2,,43,,1,5,2,58,,8,,4,,1,2,"1,2,6,7,10,11","2,3,4,5",1,"1,6,15,18",1,2,2,,,1,3,1,1,"3,5","1,4,5,6",1,2,1,2,2,,,,1,11,"1,2","1,2,3",1,1,6,1,,I am profoundly moved by JRAs gesture of goodwill in making these essentials and food available to my family for free! As a Christian I receive these gifts as a blessing and true example of love. We look forward to every box and feel so grateful! Thanks so much and may God bless you and all the hands and hearts that make what you do possible.  
1,85,,,,,,1,,57,No one,,3,2,47,,16,,1,,4,,"1,2,12",,2,"1,10",,2,1,6,,2,1,2,,,,,,,1,2,1,2,,2,,,,,,,,,
2,62,32,,,,,5,My mother long time ago,57,None ,5,5,1,58,,8,,1,,2,2,"2,3,5,6,7,8,9,10,11,12",3,2,15,1,1,1,1,,2,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,79,,,,,,1,,,,4,5,2,,,16,,,,5,2,"1,4,13,6,11","1,2,3",1,"1,10,15",2,2,1,1,,1,1,1,3,"3,5","3,5",1,2,1,2,2,,,,2,,,,,,,,,
2,43,11,,,,,4,,,,4,5,2,58,,8,,,,2,2,"1,2,13,9,11","1,3,4,6",1,"1,6,15",2,2,2,,,1,3,1,2,"2,3","1,5,7",1,1,2,2,2,,,,1,11,"1,2,9",4,1,1,6,1,,
1,69,,,,,,1,,39,,4,,1,40,,16,,,,2,2,"1,4,13,6,11","1,2,3",1,"1,10,15",2,2,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Awesome 
2,41,74,,,,,1,,30,,2,2,2,58,,8,,1,,2,2,"2,4,13,8,12","1,2,3",1,1,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,The people at the JRA are very friendly and helpful! Thank you JRA for all that you do!
1,37,,,,,,1,,,,2,1,2,58,,8,,"2,3",,1,2,"1,2,4,13,7",3,1,19,3,3,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,None
1,70,,,,,,1,,,,2,3,2,47,,16,,"2,4",,3,3,"1,2,3,7,11","5,6",,"1,2,10,16",,,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Fresh vegetables (not canes) and fruits will be more helpful 
3,60,28,29,,,,3,,57,,2,"2,5",2,58,,8,,1,,1,4,"1,4,6,10,11","1,2,3,4,5",1,"1,16",1,1,2,,,1,1,2,,,,,,,2,1,1,1,,2,,,,,,,,,
1,86,,,,,,1,,,,2,3,2,47,,16,,1,,1,2,"1,2,3,13,5,12","1,3",1,"1,8,16",,,1,2,,1,1,2,,,,,,,2,1,1,,,2,,,,,,,,,
5,47,45,19,17,16,13,1,,57,Friend ,1,2,1,23,,11,,1,,1,2,"1,3,4,5,11",1,2,19,,2,1,3,,1,1,1,1,1,"2,6,7",1,1,1,2,2,,,,2,,,,,,,,,Thank you so much
1,69,,,,,,1,,42,,2,1,2,58,,8,,1,,2,1,"1,2,3,7,11","2,3,4",1,10,,3,2,,,1,2,2,,,,,,,2,2,,,,2,,,,,,,,,No additional comment 
3,25,44,14,8,32,,1,,57,Red lion,5,1,2,58,,8,,1,,1,2,"1,2,7,10,11",1,1,19,1,2,2,,,1,1,1,1,1,"1,2,4",1,1,1,2,2,,,,1,11,"1,2,11","1,2",1,5,4,1,,
2,65,30,,,,,5,Father,,,5,5,2,24,,,,1,,1,1,"3,4,7,10,12",1,1,"1,15,16",,,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
3,51,10,83,,,,3,,57,I called because I am a single mom with no help ,1,1,2,58,,8,,1,,1,2,"1,3,7,8,9",1,1,"1,6,10,16,18",2,2,1,4,,1,1,1,1,"1,2,3,5","1,2,5,6",1,1,1,2,2,,,,2,,,,,,,,,Thank You 
3,48,40,8,,,,1,,33,,1,5,1,58,,8,,1,,1,1,"1,2,3,8,9","1,2,3,5,6",1,"1,6,15",1,1,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,I love the services i recieve they are a big help i only get 198 a month in food stamps
5,58,55,32,13,8,,5,My mother ,,,3,3,2,58,,8,,1,,2,1,"1,2,3,4,5,6,7,8,9,10,11,12","2,3,4,5",1,"1,8,11,15,16",1,1,2,,,2,3,2,,,,,,,2,2,,,,1,11,"2,3,4,5,6,7,8,9,10","1,2",1,1,6,1,,Am so glad to have your help thank you so much
2,52,63,,,,,1,,,,2,5,2,58,,8,,3,,2,2,"1,3,6,10,12","5,6",1,"1,10",2,2,1,1,,1,2,2,,,,,,,2,2,,,,2,,,,,,,,,
5,80,44,25,24,2,,3,,,,5,3,1,47,,8,,7,,2,3,"13,5,6,8,9,10",1,1,"1,10",2,2,1,2,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"We are very grateful for the food and help your community provides us, thank you very much."
2,71,71,,,,,1,,57,Community home health agency,3,3,2,48,,16,,4,,1,2,"1,3,5,6,11",3,1,19,3,3,2,,,1,3,2,,,,,,,2,2,,,,,11,"1,2,3,5,6,8",2,1,1,6,1,,
2,71,71,,,,,1,,16,,3,3,2,48,,16,,4,,1,2,"1,2,3,5,11",3,1,19,3,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,
5,58,55,32,13,8,,5,My mom,,,3,3,2,58,,8,,1,,2,1,"1,2,3,5,6,7,8,9,10,11","1,2,5",2,"1,11,15,16",1,1,2,,,2,3,2,,,,,,,2,2,,,,1,11,"1,2,3,4,5,6,7,8,9","1,2",1,1,6,1,,
4,47,48,20,15,,,4,,,,1,2,1,42,,8,,,,2,2,"1,2,4,6,11",3,1,"1,6,16",2,2,2,,,1,3,1,1,"1,2","1,2,5",1,3,1,2,2,,,,1,11,"1,4,5",2,1,1,6,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,,,,,,2,,30,,4,"3,5",2,47,,8,,"2,3,4",,1,2,"1,2,3,4,13,5,7,10,11,12","1,3,5,6",1,"19,1,8,10,16",3,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Very good agency. 
3,33,33,31,,,,1,,57,Jevs ,3,1,1,,,8,,7,,3,1,"1,3,4,13,6,10,11,12",1,,11,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,80,,,,,,2,,21,,3,5,2,58,,8,,1,,1,3,"4,13,6,9,12","2,3",1,"1,8,10",2,1,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,
1,84,,,,,,1,,33,,5,5,2,48,,16,,1,,1,3,"1,5,6,11",1,1,"1,8",3,,1,2,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
2,57,33,,,,,1,,46,,5,1,1,40,,16,,1,,2,2,"3,6,7,8,11",2,1,19,3,3,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,I glad to receive this 
5,36,36,7,6,4,,1,,,,1,1,2,47,,16,,1,,1,2,"1,4,5,11,12",2,1,19,2,3,1,2,,1,1,2,,,,,,,2,2,,,,1,11,"1,4,7",1,4,1,2,1,,
1,73,,,,,,2,,31,,2,3,2,58,,8,,1,,4,2,"1,13,8,9,10","3,4",2,"1,2,4,10",3,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
2,73,81,,,,,2,,,,3,5,2,,,,,4,,1,3,"1,2,3,4,13,5,6,7,8,9,10,11,12","1,2,3,4,5,6",2,"1,10,15",1,1,2,,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,3,4,5,6,7,8,9,10","1,2,3,4",4,6,6,1,,Thank you for the wonderful help. Because of you I feel loved and believe that goodness exist
1,86,,,,,,1,,,,1,"3,5",2,47,,16,,1,,2,2,"1,2,3,4,13,6,7,8,9,11","2,3,5",1,"1,8,16",2,2,1,2,,1,1,2,,,,,,,1,2,1,1,,2,,,,,,,,,
1,92,,,,,,1,,42,,5,3,2,47,,16,,"2,4",,1,4,"1,3,5,7,11","1,2,3",1,"1,4,8",,3,1,1,,1,1,2,,,,,,,1,2,1,1,,1,13,"1,2,4,5,8,10",1,1,1,6,1,,Thank you very much for the kindness of our Jewish community 
1,75,,,,,,1,,,,3,3,2,58,,8,,1,,1,2,"1,2,3,13,11","1,2,4",1,19,3,3,2,,,1,1,2,,,,,,,2,2,,,,1,11,"1,2",1,2,1,6,1,,
5,30,10,9,5,31,11,4,,,,2,1,2,58,,8,,1,,2,1,"1,3,6,9,11","1,2,3,4",1,1,2,3,2,,,2,3,1,1,"1,3","3,4,5",1,3,3,2,2,,,,1,11,"1,4,10","1,2",1,1,1,1,,
2,73,76,,,,,2,,2,,3,3,2,40,,16,,"2,4",,1,3,"13,6,7,8,9","1,2,3",1,"1,10",2,3,1,1,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,92,,,,,,2,,31,,2,3,2,47,,16,,"2,4",,2,1,"1,2,3,11,12",2,1,"1,4,8,16",2,,1,4,,1,1,2,,,,,,,1,2,1,,,1,12,"1,2,4",1,1,,,,,
1,81,,,,,,2,,15,,5,5,2,40,,16,,2,,1,3,"6,7,8,9,10",1,1,"1,10",3,3,1,1,,1,1,1,1,"1,4","1,2,3,4,5,6",1,1,1,1,1,1,2,,1,11,"1,2,3",1,1,1,6,1,,
5,62,67,21,,,,1,,34,,3,2,2,36,,8,,1,,1,4,"1,2,3,4,13,5,6,8","1,3,5,6",1,"19,10",1,1,2,,,,3,2,,,,,,,2,2,,,,1,11,"1,2,4,10","2,3,4",1,3,1,1,,Excellent service
4,Igor Kudrevcev ,Inna Levenets ,Yaroslav Levenets ,Luka Kudriavtsev ,,,1,,,,1,1,1,47,,18,,"1,2",,1,2,"1,2,3,4,13,5,6,7,8,9,10,11,12","1,2",1,6,3,3,2,,,1,1,1,1,"2,4","1,3,6,7",1,1,2,2,2,,,,2,,,,,,,,,Thank you for your help. Our family really appreciate it. 
5,79,41,39,20,16,11,1,,34,,3,"2,5",1,48,,16,,"2,3",,1,2,"1,2,3,4,13,5,6,7,8,9,10,11,12","1,2,3,4",1,1,,3,2,,,1,1,2,,,,,,,2,2,,,,1,11,"1,4,8","1,2",1,1,2,2,Medical supplies ,
5,52,57,17,17,10,8,5,Mitzvah food project,57,Mitzvah food project,3,5,2,58,,8,,7,Lactose intolerant,1,3,"1,2,3,4,13,12",3,1,"1,8",1,1,2,,,2,3,1,1,3,"1,2,3",1,1,1,2,2,,,,1,11,"1,2,3,4,5,6,7,8,10,11",3,1,4,3,1,,You guys are appreciated
1,88,,,,,,1,,34,,4,3,2,47,,16,,"2,3,5",,2,1,"1,13,6,9,11","3,4,5",1,"2,3",3,3,1,5,,1,1,2,,,,,,,1,2,1,1,,2,,,,,,,,,"Thank you, JRA"
3,,,,,,,,,,,5,5,1,47,,16,,7,,2,2,"2,3,6,7,11,12",,1,"8,16",,2,1,6,,2,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,65,,,,,,1,,,,1,"3,5",2,58,,8,,1,,4,1,"4,6,10,11,12","2,3",2,10,1,1,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,SOme food that i receive is expired and i will not eat it. please make sure food is not expired when it is given out. thank you.
5,77,79,43,40,37,,2,,31,,3,"3,5",1,58,,8,,4,,2,2,"1,4,6,8,12","2,4",1,"8,10",3,3,1,5,,1,1,1,1,3,"3,4,5",1,1,2,2,2,,,,2,,,,,,,,,
4,62,38,13,9,,,2,,31,,4,5,1,58,,8,,1,,1,4,"1,2,3,4,5,6","1,2",1,"1,4,8,10,11,15",2,2,1,1,,2,1,2,,,,,,,2,2,,,,1,11,"1,2,3,4,5","1,2",3,,,1,,
5,37,14,13,12,11,,4,,,,4,2,2,58,,8,,1,,1,2,"1,3,13,6,11","1,2,3,4,6",1,"1,6",2,1,2,,,1,1,1,1,"1,3","1,4,6",1,1,2,2,2,,,,1,11,"2,4,7","1,2,3,4",1,1,3,1,,"The food and blue bag supplies help us to get through the month, having soap, dish, and laundry detergent, etc. are a handup for us. Thank you so much."
1,70,,,,,,2,,,,4,3,,58,,8,,"2,3,4",,2,1,"1,3,8,10,12",,2,,,,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,make more services available to homeless persons and very low income
3,55,50,16,,,,1,,57,Family Friend,3,5,2,58,,8,,1,,2,2,"1,4,13,6,8,11",3,1,"1,7,10,16",2,2,2,,,1,3,2,,,,,,,2,2,,,,1,11,"1,8,9",2,3,1,6,1,,
1,77,,,,,,1,,,,2,3,2,58,,8,,3,,1,2,"4,13,7,9,12",2,,"1,10",,3,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
2,65,58,,,,,1,,,,3,"3,5",2,58,,8,,"2,3,4,5",,1,2,"1,2,3,4,13",3,1,"1,10,15",2,2,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,We appreciate all the help you give us!!
1,70,,,,,,1,,16,,2,3,,,,8,,1,,2,1,"1,8","2,3,5",1,"1,10",2,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,I thank you for all help given. I will want to (no) how I can get some gift cards due to my income.
1,62,,,,,,1,,34,,2,1,2,58,,8,,,,1,2,"1,2,8,9,12",3,1,19,2,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,I'm (use) to the items because I use to work at a Jewish synagogue and I love them very much. They were my second family.
5,54,52,25,22,17,,1,,,,5,5,2,58,,8,,1,,1,2,"4,6,8,10,11","2,5",1,"6,15,16",2,,1,1,,1,1,1,2,"1,2","1,4,5",1,2,2,2,2,,,,2,,,,,,,,,
2,17,80,,,,,3,,,,2,3,2,58,,8,,"2,3,4,5",,1,4,"2,4,13,6,8,9","1,2,3,4,5,6",1,"1,8,10",2,2,2,,,1,1,1,1,4,"1,3,5",1,1,1,2,2,,,,2,,,,,,,,,Its very helpful for me. Thank you.
1,54,,,,,,2,,,,2,5,2,58,,8,,1,,1,2,"1,4,13,6,12","1,2,3,4,5,6",1,15,1,1,2,,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,5","1,2,3,4",1,1,6,1,,I really appreciate this program. It has been very helpful to me. The volunteers who deliver my food are excellent. Keep up the good much needed work!
1,77,,,,,,2,,31,,4,3,2,58,,8,,"2,3,4",,2,2,"1,13,5,11,12","2,3",2,"1,2,10,16",2,2,1,4,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,5","1,2",1,,,,,"even though I opted to only received a JRA box 3-4x/yr, it makes me feel a part of the Philadelphia Jewish community. Since I am now alone, when the box arrives at my door for one of the holidays, it gives me a feeling of warmth and belonging. THANK YOU!"
2,92,47,,,,,2,,,,3,5,1,59,Czechoslovakia,20,,1,,1,,"4,13,5,10,12","1,2",1,19,,2,1,5,,1,1,2,,,,,,,1,2,1,2,,1,12,"1,4,6",3,3,2,1,1,,whatever i get i am grateful no owe me anything. thank you. Solomon
1,83,,,,,,1,,,,4,3,2,58,,8,,1,,2,1,"1,2,8,10,12",3,2,,2,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,74,,,,,,2,,31,,3,3,2,58,,8,,"4,7",organic,3,2,"3,5,6,7,8,12","3,4,6",2,10,2,2,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,fresh fruit is a luxury. Organic and sugar free. healthy.
1,,,,,,,1,,25,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,,,,,,1,,21,,1,3,2,58,,8,,1,,1,2,"1,2,4,8,12",2,1,1,3,3,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,78,,,,,,2,,31,,4,"3,5",2,58,,8,,"2,4",,1,2,"1,6,7,8,11","1,3",1,"1,10,14,16",2,2,1,3,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,80,,,,,,,,,,2,3,2,58,,8,,"4,7",renal diet,2,2,"1,2,4,7,9,10",2,2,"1,10",2,2,2,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"the food box is very helpful. I wish that I could have a renal diet (box) for my kidney problems. Also, it's very gratifying that you provide this valuable service."
3,41,13,12,,,,1,,,,4,2,2,58,,8,,1,,3,2,"1,2,3,4,6","1,2,3",2,"1,6,16",2,2,1,1,,2,2,1,3,"2,3","1,2,5",2,2,1,2,2,,,,1,12,"2,4,5",1,1,1,6,1,,
4,12,8,,,,,1,,,,2,5,2,58,,8,,"2,3",,1,2,"1,2,3,4,13,5","1,4",1,"1,7,8,9,10",2,2,1,2,,1,1,1,1,3,"1,2,3,4,5,6,7",1,1,1,2,2,,,,1,11,10,2,1,2,2,1,,i have a family of 4 and I would like to receive more supplies and hygiene and supplies for the covid 19 to help protect my family. thanks.
5,56,54,34,45,7,0.33,2,,57,Philadelphia Corporation for the Aging,3,5,1,58,,8,,1,,3,2,"1,2,3,4,5,6","2,3,4,5,6",,"10,13",1,2,2,,,,3,1,1,"2,3","5,6,7",1,1,2,2,2,,,,1,11,"3,5,6","1,2,3,4",1,,,2,,As i thank you very much for your help. I wanted to express that paragraph 22 is not needed since we don't eat it. I am sorry but I rather you give it to someone that does. Thank you for understanding. Anna Daviler
4,36,3,16,13,,,1,,,,2,2,2,58,,8,,1,,2,1,"1,2,3,5,11","3,4,6",2,"1,6,7,16",1,1,2,,,1,3,1,1,3,"2,4,7",1,5,4,2,2,,,,1,11,"1,2,5","2,4",1,1,2,1,,"My family and I have received a tremendous amount of help from JRA. They go above and beyond to help you get the things your household needs. I especially thank Marianna for helping my dogs' needs. She is great! I appreciate this help more than words can even explain. Without JRA my family would go without some of our everyday necessities. I recommend anyone who needs help like I do to contact JRA. This organization goes above and beyond with evrything they do. Thank you, JRA! Kristen Mendoza and family"
2,50,16,,,,,2,,14,,2,2,2,58,,8,,1,,1,3,"1,2,8,9,10","1,3",1,"8,16",2,2,2,,,1,1,1,1,"1,3","3,5,6",1,2,1,2,2,,,,2,,,,,,,,,Thank you for helping me and my children!
4,44,14,12,12,,,1,,,,4,1,2,18,,10,,2,,1,3,"1,4,13,7,9",2,1,1,2,2,2,,,1,1,1,1,"2,3","1,5,6",1,1,1,2,2,,,,2,,,,,,,,,
2,44,11,,,,,1,,34,,3,5,2,58,,8,,1,,1,2,"1,2,3,5,6","2,4",1,"1,10,15",2,1,2,,,1,1,1,1,3,"4,6",1,1,1,2,2,,,,2,,,,,,,,,My father is Jewish. I grew up eating all the food I receive.
4,63,77,31,32,,,4,,,,3,3,2,58,,8,,3,,1,1,"1,13,5,6,12",2,1,"1,2,10",1,1,1,4,,1,1,2,,,,,,,2,2,,,,1,11,"1,2,8",1,1,,,1,,I am very thankful for your help
3,60,15,18,,,,1,,21,,3,5,2,58,,8,,"3,4",,1,2,"3,4,5,6,8,9,10,11,12",6,1,"1,8,10",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,thank you so much for your help me and the kids. debbie olivera
1,64,,,,,,1,,,,1,5,2,58,,8,,7,kosher,1,4,"1,3,4,10,11",1,1,"1,15",2,2,1,4,,1,1,2,,,,,,,2,2,,,,1,11,"4,5,7","1,2",2,1,6,1,,Thank you so much I really appreciate all your help.
4,46,48,74,12,,,6,,,,5,5,,58,,8,,1,,,1,"1,2,4,5,6,8,9,10,11,12","1,2,3,4,5",1,19,2,2,1,2,,1,1,1,2,"1,2,3","1,2,7",1,2,2,2,2,,,,2,,,,,,,,,"I want to thank everyone including the volunteers for making sure that my family has food very month. the Jones family, 4241 Frost St."
3,38,4,6,,,,2,,21,,1,1,2,13,,8,,3,,2,2,"1,3,5,6,11,12",4,1,19,2,2,2,,,1,3,1,2,1,"1,2,7",1,3,2,2,2,,,,2,,,,,,,,,Thank you so much for giving us food! My children and I highly appreciate your kindness.
3,51,10,83,,,,3,,,,1,1,2,58,,8,,1,,1,2,"1,3,7,8,9",1,1,"1,6,10,16,18",2,2,1,4,,1,1,1,1,"1,2,3,5","1,2,4",1,1,1,2,2,,,,2,,,,,,,,,thank you very much. we appreciate it!
2,52,14,,,,,2,,,,2,2,2,58,,8,,2,,1,1,"1,2,13,5,6,7,8,9","1,4,6",,,,,,,,1,1,1,2,5,"5,6,7",1,1,3,2,2,,,,2,,,,,,,,,
3,51,67,20,,,,2,,16,,3,"3,5",1,58,,8,,4,,2,2,"1,13,5,6,9,11",6,1,"1,15",2,3,2,,,2,3,1,1,3,"4,5,6",1,1,1,2,2,,,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,59,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2,2,,,,,,,,,,,,,
1,80,,,,,,1,,,,3,3,2,58,,8,,1,,1,2,"1,3,8",3,1,"1,10",1,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,"I am not of the Jewish Faith but am very grateful for the services you perform. Anything I don't need, I share with the other residents"
1,73,,,,,,1,,,,3,5,2,58,,8,,"2,4",,1,3,"1,2,3,4,13,5,8,11,12","1,2,3,4,5,6",1,19,3,3,2,,,1,3,2,,,,,,,2,2,,,,2,,,,,,,,,Everyone is so kind when they bring the boxes. They show love and respect and always bring the box in my house and put it on my table. Thank you JRA
1,70,,,,,,1,,,,5,3,2,58,,8,,"2,3,4",,3,2,"1,3,13,5,8","1,2",2,"1,2,10,16",3,3,1,5,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,Endorsed is the contents of my JRA Tzedakah box. Thank you for your help.
1,69,,,,,,1,,,,1,3,2,58,,8,,1,,2,3,"1,13,5,10,12","3,5",1,19,3,3,1,4,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,
1,56,,,,,,2,,,,2,5,2,58,,8,,,,1,2,"1,4,5,8,12","3,5,6",,"1,15",2,2,2,,,2,2,2,,,,,,,2,2,,,,2,,,,,,,,,When my husband of 23 years Ronald Smith [died?] I was worried about everything. I had no income. I couldn't say how much your box meant to me. I can't say thank you enough to you.
1,72,,,,,,1,,,,3,5,2,58,,8,,"2,3,4,5",,2,2,"2,5,8,10,11,12","2,5",,"1,8",1,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,I serve Jesus Christ.
3,82,62,6,,,,5,,57,,3,3,1,,,,,"2,4",,2,2,"1,4,13,5,9",4,,10,,2,2,,,2,3,2,,,,,,,2,2,,,,2,,,,,,,,,Thanks for this box I am recieving it is very helpful I am sure not only to me but to every other people who is recieving it as well. Thanks again 
1,75,,,,,,5,,57,,4,"2,3,5",2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,2,2,,,,2,,,,,,,,,"I think it's a wonderful service. It shows that Jews are helping Jews and other denominations. When it comes to helping, Jews have always been on the front line."
2,78,69,,,,,1,,,,2,3,2,2,,2,,"3,5",,3,1,"1,2,5,6,11,12",1,2,1,,,1,,,1,,2,,,,,,,2,2,,,,2,,,,,,,,,
